"ueid","insertmark","aikz","eid","txt","hinweis","drucken","belegpflicht","quellid","zeitstempel","headerentry","externid"
218747,,A,,"11.2 Intervention im Kindes-, Jugend- oder Erwachsenenalter (SE, WP)",,J,,206675,2021-07-29 14:01:34.367,,
218748,,A,,Audiopädagogik,,J,,206676,2021-07-29 14:01:34.400,,
218749,,A,,Option A: Cultural and Literary History and Analysis,,J,,206677,2021-07-29 14:01:34.436,,
218751,,A,,BA SP GH 7.4 DGS-Rezeption (SK) (1969),,J,,206668,2021-07-29 14:01:34.503,,
218752,,A,,Blindenpädagogik,,J,,207999,2021-07-29 14:01:34.535,,
218753,,A,,Option C: Literary Analysis and Paradigms,,J,,206669,2021-07-29 14:01:34.567,,
218750,,A,,BA SP M 7/8/8a/8b Förderschwerpunkt Lernen (4516),,J,,206678,2022-01-12 12:01:32.144,,
218754,,A,,Modul P 2: Praxiskontakt,,J,,206680,2021-07-29 14:01:34.605,,
218755,,A,,EL4: Advanced Topics in English Linguistics,,J,,206681,2021-07-29 14:01:34.653,,
218756,,A,,Geistigbehindertenpädagogik,,J,,206682,2021-07-29 14:01:34.692,,
218757,,A,,Mono-Bachelor &quot;Rehabilitationspädagogik&quot; (2014),,J,,206683,2021-07-29 14:01:34.725,,
218758,,A,,Körperbehindertenpädagogik,,J,,206684,2021-07-29 14:01:34.756,,
218761,,A,,Verhaltensgestörtenpädagogik,,J,,206687,2021-07-29 14:01:34.888,,
218763,,A,,II. American Literature,,J,,206689,2021-07-29 14:01:34.963,,
218764,,A,,Körperbehindertenpädagogik,,J,,206679,2021-07-29 14:01:35.120,,
218765,,A,,MED SP M 3 Förderschwerpunkt Lernen (33208),,J,,206690,2021-07-29 14:01:35.920,,
218766,,A,,I. English Literature,,J,,206691,2021-07-29 14:01:35.151,,
218767,,A,,Geistigbehindertenpädagogik,,J,,206692,2021-07-29 14:01:35.199,,
218768,,A,,Modul 8: Praktische Grundlagen,,J,,206693,2021-07-29 14:01:35.231,,
218770,,A,,Körperbehindertenpädagogik,,J,,206695,2021-07-29 14:01:35.295,,
218771,,A,,Blindenpädagogik,,J,,206696,2021-07-29 14:01:35.329,,
218762,,A,,[Bio10] Ökologie,,J,,206688,2022-01-10 19:49:09.959,,
218772,,A,,Pflichtbereich,,J,,206697,2021-07-29 14:01:35.363,,
218773,,A,,Schulpraktische Studien,,J,,206698,2021-07-29 14:01:35.401,,
218775,,A,,M.Sc. BIOPHYSIK (SO/PO 2008),,J,,208400,2021-07-29 14:01:35.449,,
218776,,A,,Modul FW 2.4 - Diagnostik und Forschung,,J,,208401,2021-07-29 14:01:35.475,,
218777,,A,,II. Produktion und Analyse fremdsprachiger Texte,,J,,208402,2021-07-29 14:01:35.502,,
218778,,A,,Rehabilitationstechnik und Informatik,,J,,208403,2021-07-29 14:01:35.528,,
218779,,A,,Fachlicher Wahlpflichtbereich,,J,,208404,2021-07-29 14:01:35.556,,
218780,,A,,Grundlagen der Rehabilitationspädagogik,,J,,208405,2021-07-29 14:01:35.603,,
218781,,A,,Bachelor,,J,,208410,2021-07-29 14:01:35.632,,
218782,,A,,Modul F2.1/2: Einführung in die Klimatologie (Physische Geographie 2) (5 oder 10 LP),,J,,208411,2021-07-29 14:01:35.676,,
218783,,A,,Gehörlosenpädagogik,,J,,208412,2021-07-29 14:01:35.705,,
218784,,A,,FWM E 27: Modellierung pflanzlicher Systeme (WiSe),,J,,208413,2021-07-29 14:01:35.734,,
218785,,A,,FM 12: Commercial Inland Fisheries (WiSe),,J,,208414,2021-07-29 14:01:35.763,,
218786,,A,,Professionelles Handeln in Institutionen für Menschen mit Behinderungen,,J,,208415,2021-07-29 14:01:35.792,,
218787,,A,,Körperbehindertenpädagogik,,J,,208416,2021-07-29 14:01:35.824,,
218788,,A,,FM 22 (ÜF): The Role of Gender for Sustainable Resource Management,,J,,208406,2021-07-29 14:01:35.859,,
218791,,A,,BA DS 18 A19.4 Gehörlosenspezifische Beratungsfelder (SE) (5279),,J,,208408,2021-07-29 14:01:35.963,,
218793,,A,,Schwerhörigenpädagogik,,J,,208409,2021-07-29 14:01:36.330,,
218789,,A,,BA SP M 5/6/6a/6b Förderschwerpunkt Emotionale und soziale Entwicklung,,J,,208407,2022-01-12 12:01:06.994,,
218794,,A,,Lernbehindertenpädagogik,,J,,208420,2021-07-29 14:01:36.670,,
218795,,A,,Modul 7: Studienprojekte,,J,,208421,2021-07-29 14:01:36.101,,
218796,,A,,PM 13: Pflanzenernährung und Düngung (WiSe),,J,,208422,2021-07-29 14:01:36.134,,
218797,,A,,F11: Geographische Berufspraxis (20 LP),,J,,208423,2021-07-29 14:01:36.168,,
218798,,A,,M1: Einführung in die Geologie und Geomorphologie,,J,,208424,2021-07-29 14:01:36.201,,
218799,,A,,Sprachbehindertenpädagogik,,J,,208425,2021-07-29 14:01:36.234,,
218800,,A,,Gebärdensprachpädagogik/Hören und Kommunikation,,J,,208426,2021-07-29 14:01:36.268,,
218801,,A,,Wahlpflicht 2,,J,,208427,2021-07-29 14:01:36.301,,
218802,,A,,BA SP BA SP 14.4.2 Einsatz elektronischer Unterrichtsmaterialien und Erwerb von Medienkompetenzen im Unterricht mit Schülerinnen und Schülern mit Behinderung (SE),,J,,208417,2021-07-29 14:01:36.334,,
218803,,A,,Geistigbehindertenpädagogik,,J,,208418,2021-07-29 14:01:36.361,,
220223,,A,,Vollmodul,,J,,209297,2021-07-29 14:02:25.670,,
218804,,A,,Kulturen und Identitäten Süd- und Südostasiens (Modul 2),,J,,208419,2021-07-29 14:01:36.388,,
218805,,A,,Modul 15: Forschungsprojekt Deaf Studies,,J,,208430,2021-07-29 14:01:36.415,,
218806,,A,,M.Sc. ORGANISMISCHE BIOLOGIE UND EVOLUTION (SO/PO 2008),,J,,207100,2021-07-29 14:01:36.440,,
218807,,A,,Modul 6: Didaktische Grundlagen,,J,,208431,2021-07-29 14:01:36.468,,
218808,,A,,Fachdidaktik,,J,,208432,2021-07-29 14:01:36.496,,
218809,,A,,Pflichtbereich B.A. und B.Sc.,,J,,207101,2021-07-29 14:01:36.525,,
218810,,A,,Modul 9 - Bachelorabschluss,,J,,207102,2021-07-29 14:01:36.556,,
218811,,A,,Schwerhörigenpädagogik,,J,,208433,2021-07-29 14:01:36.591,,
218813,,A,,Fachlicher Wahlpflicht-Schwerpunktbereich,,J,,208434,2021-07-29 14:01:36.653,,
218814,,A,,Übungen,,J,,207104,2021-07-29 14:01:36.679,,
218815,,A,,Geistigbehindertenpädagogik,,J,,208435,2021-07-29 14:01:36.704,,
218817,,A,,"9.2 Vertiefte Auseinandersetzung mit Interventionsstrategien",,J,,207105,2021-07-29 14:01:36.756,,
218818,,A,,Für Bachelor-Studierende,,J,,207106,2021-07-29 14:01:36.785,,
218819,,A,,Schwerhörigenpädagogik,,J,,208437,2021-07-29 14:01:36.827,,
218820,,A,,Pflichtbereich,,J,,207107,2021-07-29 14:01:36.859,,
218821,,A,,Europa und die Welt,,J,,208438,2021-07-29 14:01:36.890,,
218822,,A,,Sprachbehindertenpädagogik,,J,,208428,2021-07-29 14:01:36.940,,
218823,,A,,MA GSD Dolmetschen in Erziehung / Bildung und in der Wirtschaft / im Arbeitsleben (2279),,J,,208429,2021-07-29 14:01:36.973,,
218825,,A,,Master Global Studies,,J,,207110,2021-07-29 14:01:37.400,,
218826,,A,,Körperbehindertenpädagogik,,J,,208441,2021-07-29 14:01:37.102,,
218827,,A,,Pflichtbereich,,J,,208442,2021-07-29 14:01:37.137,,
218828,,A,,FWM E 41: Tierfütterung und Rationsberechnung (SoSe),,J,,207111,2021-07-29 14:01:37.172,,
218829,,A,,"5.1 Bewältigung kritischer Lebensereignisse, zur Rolle von Familie und Angehörigen bei der Krankheitsbewältigung und Identitätsarbeit; Salutogenese und Resilienz",,J,,207112,2021-07-29 14:01:37.202,,
218830,,A,,Gehörlosenpädagogik,,J,,208443,2021-07-29 14:01:37.234,,
218831,,A,,Rehabilitationssoziologie,,J,,207113,2021-07-29 14:01:37.264,,
218832,,A,,FWM E 25: Laborpraktikum Phytomedizin (SoSe),,J,,208444,2021-07-29 14:01:37.297,,
218834,,A,,PM 4: Botanische Systematik und Entwicklungsbiologie (SoSe),,J,,207114,2021-07-29 14:01:37.377,,
218836,,A,,Sprachbehindertenpädagogik,,J,,208446,2021-07-29 14:01:37.437,,
218837,,A,,BA SP 14.8 Vertiefung Sonderpädagogische Diagnostik,,J,,208447,2021-07-29 14:01:37.465,,
218838,,A,,FWM E 1: Problemorientiertes Arbeiten (Brückenmodul) (WiSe),,J,,207116,2021-07-29 14:01:37.495,,
218839,,A,,FWM E 12: Einführung in die Biotechnologie bei Pflanzen (SoSe),,J,,207117,2021-07-29 14:01:37.530,,
218840,,A,,BA SP M 7/8/8a/8b Förderschwerpunkt Sehen (4486),,J,,208448,2021-07-29 14:01:37.564,,
218841,,A,,MA GSD Vertiefung des bilateralen Simultandolmetschens &#8211; Rollenspiele II (2279),,J,,207118,2021-07-29 14:01:37.598,,
218842,,A,,Sprachbehindertenpädagogik,,J,,208449,2021-07-29 14:01:37.639,,
218843,,A,,Bachelor - Monostudiengang (PO 2018),,J,,207108,2021-07-29 14:01:37.673,,
218844,,A,,Verhaltensgestörtenpädagogik,,J,,208439,2021-07-29 14:01:37.703,,
218845,,A,,MED SP M 3 Förderschwerpunkt Lernen (33208),,J,,207109,2021-07-29 14:01:37.737,,
218846,,A,,Tutorien,,J,,208450,2021-07-29 14:01:37.772,,
218847,,A,,Nachbereitung,,J,,208451,2021-07-29 14:01:37.807,,
218848,,A,,Modul 9: Studienprojekt (10 LP),,J,,207120,2021-07-29 14:01:37.842,,
218849,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Sehen (2361),,J,,208452,2021-07-29 14:01:37.877,,
218850,,A,,Verhaltensgestörtenpädagogik,,J,,207121,2021-07-29 14:01:37.910,,
218851,,A,,"CM 1: Agroecosystems, Environment and Sustainable Natural Resource Use (WiSe)",,J,,207122,2021-07-29 14:01:37.943,,
218852,,A,,Schwerhörigenpädagogik,,J,,208453,2021-07-29 14:01:37.976,,
218854,,A,,Blindenpädagogik,,J,,207123,2021-07-29 14:01:38.420,,
218855,,A,,Sprachbehindertenpädagogik (nicht für Berufsschule!),,J,,208455,2021-07-29 14:01:38.750,,
218856,,A,,Modul 5.1: Field Observation in Climatology and Hydrology,,J,,207124,2021-07-29 14:01:38.108,,
218857,,A,,Modul FD/FW 2.4 - Diagnostik und Forschung,,J,,208456,2021-07-29 14:01:38.140,,
218858,,A,,Gesellschaftliche Teilhabe behinderter Menschen aus Sicht der Fachrichtung,,J,,207125,2021-07-29 14:01:38.166,,
218859,,A,,Mono-BA Deaf Studies (2018),,J,,207126,2021-07-29 14:01:38.197,,
218860,,A,,Obligatorisch,,J,,208457,2021-07-29 14:01:38.231,,
218861,,A,,MA RP 14 5.1 Bewältigung kritischer Lebensereignisse und andere Themen 2649,,J,,208458,2021-07-29 14:01:38.270,,
218862,,A,,"Modul 7 - Förderkompetenz, Beratung und Kooperation",,J,,207127,2021-07-29 14:01:38.303,,
218863,,A,,FWM S 13: Fanggeräte (SoSe),,J,,208459,2021-07-29 14:01:38.336,,
218864,,A,,Sprachbehindertenpädagogik,,J,,207128,2021-07-29 14:01:38.367,,
218865,,A,,Geistigbehindertenpädagogik,,J,,207129,2021-07-29 14:01:38.399,,
218866,,A,,"Theorien kognitiver, sozialer und emotionaler Entwicklung (VL)",,J,,207119,2021-07-29 14:01:38.431,,
218867,,A,,III. Texte und Medien,,J,,208460,2021-07-29 14:01:38.463,,
218869,,A,,Verhaltensgestörtenpädagogik,,J,,208461,2021-07-29 14:01:38.529,,
218871,,A,,Blindenpädagogik,,J,,207131,2021-07-29 14:01:38.626,,
218872,,A,,BA DS 18 B21.2 Konsekutivdolmetschen und Notiztechniken (SE) (5299),,J,,207132,2021-07-29 14:01:38.660,,
218873,,A,,Geistigbehindertenpädagogik,,J,,208463,2021-07-29 14:01:38.694,,
218874,,A,,Module 2: Research Focus (Electives),,J,,208464,2021-07-29 14:01:38.727,,
218875,,A,,Förderung und Therapie in der gewählten Fachrichtung,,J,,207133,2021-07-29 14:01:38.760,,
218876,,A,,"MA RP 20 2.2 Profession und Professionalisierung, Organisationsstrukturen und Organisationsentwicklung; Sozialraumansätze (SE) (4629)",,J,,208465,2021-07-29 14:01:38.791,,
218877,,A,,FWM E 14: Fischereiliche Betriebslehre (WiSe),,J,,207134,2021-07-29 14:01:38.823,,
218878,,A,,FD1 & FD2: Bildungsprozesse im Sportunterricht,,J,,208466,2021-07-29 14:01:38.854,,
218879,,A,,Geistigbehindertenpädagogik,,J,,207135,2021-07-29 14:01:38.901,,
218881,,A,,B-02: Epochenmodul Alte Geschichte,,J,,207136,2021-07-29 14:01:38.964,,
218882,,A,,"MA RP 20 2.1 Politische und rechtliche Grundlagen und Entwicklungen, Interessenvertretung und Partizipation (SE) (4629)",,J,,208468,2021-07-29 14:01:38.996,,
218883,,A,,BA SP M 14 Förderschwerpunkt Lernen,,J,,207137,2021-07-29 14:01:39.270,,
218884,,A,,Modul 14: Grundlagen der Globalisierungstheorien,,J,,208469,2021-07-29 14:01:39.600,,
218885,,A,,FWM E 15: Freilandzierpflanzenbau (SoSe),,J,,207138,2021-07-29 14:01:39.950,,
218886,,A,,"2.3 Fachrichtungsspezifische Vertiefung (SE, WP)",,J,,207139,2021-07-29 14:01:39.129,,
218887,,A,,FWM S 1.b: Genetik und Pflanzenzüchtung,,J,,208470,2021-07-29 14:01:39.163,,
218888,,A,,Fachliches Wahlpflichtmodul 14/15: Fachrichtungsspezische Vertiefung I und II,,J,,208471,2021-07-29 14:01:39.196,,
218889,,A,,FWM E 44: Wassermanagement in der Landwirtschaft (SoSe),,J,,207140,2021-07-29 14:01:39.225,,
218963,,A,,Geistigbehindertenpädagogik,,J,,207186,2021-07-29 14:01:41.797,,
218890,,A,,"5.2 Saluto- und Pathogenese der Arbeit; Betriebsabläufe und die betriebliche Stellung behinderter und chronisch kranker Menschen: betriebliche Gesundheitsförderung, Prävention, Eingliederungsmanagement; Unterstützte Beschäftigung und Arbeitsassistenz",,J,,207141,2021-07-29 14:01:39.257,,
218891,,A,,"6a.2 Spezifische Aspekte der Pädagogik für Kinder und Jugendliche mit lebensverkürzender Erkrankung (SE)",,J,,208472,2021-07-29 14:01:39.289,,
218892,,A,,M.Ed. Geschichte (Lehramtsmaster StPO 2015/18),,J,,207142,2021-07-29 14:01:39.321,,
218893,,A,,Modul 9: Verhaltensstörungen und seelische Erkrankungen,,J,,208473,2021-07-29 14:01:39.353,,
218894,,A,,FWM S 2.b: Obstbau,,J,,208474,2021-07-29 14:01:39.386,,
218895,,A,,FWM P 17: Ernährungsphysiologie (WiSe),,J,,207143,2021-07-29 14:01:39.416,,
218896,,A,,Angebote aus dem Bachelorstudiengang Sportwissenschaft,,J,,208475,2021-07-29 14:01:39.442,,
218897,,A,,ÜWP Basis 4 Sport und Bewegung in heterogenen und pluralistischen Kontexten aus sozialwissenschaftlicher Perspektive,,J,,207144,2021-07-29 14:01:39.494,,
218898,,A,,FWM E 43: Verfahrenstechnische Übungen (Tierhaltung) (WiSe),,J,,208476,2021-07-29 14:01:39.529,,
218899,,A,,Sehbehindertenpädagogik,,J,,207145,2021-07-29 14:01:39.564,,
218901,,A,,Wahlpflicht,,J,,208477,2021-07-29 14:01:39.634,,
218902,,A,,BA RP 6.2 Leben mit chronischer Krankheit und Behinderung (SE) (2069),,J,,208478,2021-07-29 14:01:39.667,,
218903,,A,,Audiopädagogik,,J,,207147,2021-07-29 14:01:39.700,,
218904,,A,,Institut für Geschichtswissenschaften,,J,,208479,2021-07-29 14:01:39.734,,
218905,,A,,Spezialisierung Gartenbauwissenschaften (ohne Lehramtsoption),,J,,207148,2021-07-29 14:01:39.790,,
218906,,A,,FWM E 19: Gärtnerischer Pflanzenbau und Ackerbau (SoSe),,J,,207149,2021-07-29 14:01:39.839,,
218907,,A,,Körperbehindertenpädagogik,,J,,208480,2021-07-29 14:01:39.872,,
218908,,A,,"6a.3 Spezifische Aspekte der Pädagogik für Kinder und Jugendliche mit komplexer Behinderung (SE)",,J,,208481,2021-07-29 14:01:39.902,,
218909,,A,,Verhaltensgestörtenpädagogik,,J,,207150,2021-07-29 14:01:39.936,,
218910,,A,,BA Sonderpädagogik ISS/Gym/Beruf (2015),,J,,207151,2021-07-29 14:01:39.969,,
218911,,A,,PM 10: Analyse und Planung von Agrarbetrieben (SoSe),,J,,208482,2021-07-29 14:01:40.250,,
218912,,A,,"MA RP 20 1.1 Theorie und Empirie von Inklusion, Exklusion und Partizipation (SE) (4619)",,J,,208483,2021-07-29 14:01:40.600,,
218913,,A,,Körperbehindertenpädagogik,,J,,207152,2021-07-29 14:01:40.950,,
218914,,A,,Modul 11: Bachelorabschluss (Kolloquium),,J,,207153,2021-07-29 14:01:40.130,,
218915,,A,,"MA RP 20 3.1 Fallbezogener Einsatz diagnostischer Methoden, Fördergutachten, Förderplan (SE) (4639)",,J,,208484,2021-07-29 14:01:40.165,,
218916,,A,,Grundkurs Gesellschaft/Transformation (Modul 2),,J,,207154,2021-07-29 14:01:40.201,,
218917,,A,,Pflichtbereich,,J,,208485,2021-07-29 14:01:40.237,,
218918,,A,,M4: Einführung in die Klimatologie,,J,,207155,2021-07-29 14:01:40.269,,
218919,,A,,Gehörlosenpädagogik,,J,,208486,2021-07-29 14:01:40.301,,
218920,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Sehen (2361),,J,,207156,2021-07-29 14:01:40.340,,
218921,,A,,Lernbehindertenpädagogik,,J,,208487,2021-07-29 14:01:40.370,,
218922,,A,,Masterstudiengang Amerikanistik (ab StO 2014),,J,,207157,2021-07-29 14:01:40.404,,
218923,,A,,Modul 10: Geographische Berufspraxis,,J,,208488,2021-07-29 14:01:40.453,,
218924,,A,,Vorbereitung,,J,,208489,2021-07-29 14:01:40.487,,
218925,,A,,F9: Studienprojekt (10 LP),,J,,207158,2021-07-29 14:01:40.521,,
218926,,A,,Grundkurs Gesellschaft/Transformation (Modul 2),,J,,207159,2021-07-29 14:01:40.554,,
218927,,A,,PM 12: Phytomedizin I: Grundlagen der Phytomedizin (WiSe),,J,,208490,2021-07-29 14:01:40.587,,
218928,,A,,FWM E 4: Angewandte Phytomedizin (SoSe),,J,,208491,2021-07-29 14:01:40.628,,
218929,,A,,Kommunikationssysteme in Bezug auf die unterschiedlichen Förderschwerpunkte,,J,,207160,2021-07-29 14:01:40.661,,
218930,,A,,Modul 11: Beratung und Kooperation,,J,,207161,2021-07-29 14:01:40.688,,
218931,,A,,FM 1 (F): Biology of Generative Propagation in Horticulture (SoSe),,J,,208492,2021-07-29 14:01:40.715,,
218932,,A,,M 3: Schwerpunkt Geschichte (II): Debatten und Methoden in der Geschichte Afrikas,,J,,207162,2021-07-29 14:01:40.740,,
218933,,A,,MA RP 20 3.3 Diagnostische Fragestellungen über die Lebensspanne (SE)  (4639),,J,,208493,2021-07-29 14:01:40.769,,
218934,,A,,Modul F5.1: Einführung in die Statistik und angewandte Geoinformationsverarbeitung (10 LP),,J,,207163,2021-07-29 14:01:40.794,,
218935,,A,,MA RP 20 3.2 Fallbetrachtungen aus den spezifischen rehabilitationspädagogischen Disziplinen (SE)  (4639),,J,,208494,2021-07-29 14:01:40.823,,
218936,,A,,BA Deaf Studies (2006),,J,,207164,2021-07-29 14:01:40.857,,
218937,,A,,AM: Abschlussmodul Masterarbeit,,J,,208495,2021-07-29 14:01:40.891,,
218938,,A,,Forschungskolloquium,,J,,208496,2021-07-29 14:01:40.925,,
218939,,A,,FWM E 14: Bodenbiologie II &#8211; Bodenbiologisches Praktikum (SoSe),,J,,207165,2021-07-29 14:01:40.958,,
218940,,A,,MED SP GH 1.1 Deutsche Gebärdensprache III (SE) (2529),,J,,208497,2021-07-29 14:01:40.993,,
218941,,A,,Obligatorisch,,J,,207166,2021-07-29 14:01:41.270,,
218942,,A,,CM 2: Public Policy Analysis: Agriculture and Food Policy (WiSe),,J,,208498,2021-07-29 14:01:41.600,,
218943,,A,,Sehbehindertenpädagogik,,J,,207167,2021-07-29 14:01:41.930,,
218944,,A,,Sprachmodul 1 (Modul 5),,J,,207168,2021-07-29 14:01:41.125,,
218945,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Emotionale und soziale Entwicklung (2366),,J,,208499,2021-07-29 14:01:41.157,,
218946,,A,,Schwerpunkt 6 Analyse sportlicher Bewegung,,J,,207169,2021-07-29 14:01:41.190,,
218947,,A,,FM 3 (G): Urban Horticulture &#8211; An Introduction (SoSe),,J,,207170,2021-07-29 14:01:41.221,,
218948,,A,,Rehabilitationstechnik,,J,,207171,2021-07-29 14:01:41.253,,
218950,,A,,Schulpraktische Studien,,J,,207173,2021-07-29 14:01:41.317,,
218951,,A,,Module 4: Methods,,J,,207174,2021-07-29 14:01:41.350,,
218952,,A,,BA RP 7.2 Vertiefung (SE),,J,,207175,2021-07-29 14:01:41.377,,
218953,,A,,"F2.2: Physische Geographie II: Bodengeographie, Hydrologie und Biogeographie (5 Punkte)",,J,,207176,2021-07-29 14:01:41.414,,
218954,,A,,B-06: Vertiefungsmodul Mittelalterliche Geschichte,,J,,207177,2021-07-29 14:01:41.447,,
218955,,A,,Modul 7: Gebärdensprachlinguistik,,J,,207178,2021-07-29 14:01:41.481,,
218956,,A,,FM 5 (H): Methods of Monitoring and Evaluation of Technical Processes in Horticulture (SoSe),,J,,207179,2021-07-29 14:01:41.515,,
218957,,A,,"BA SP 9.2 Leistungs- und Eignungsdiagnostik  (!nicht im Zweitfach bei 2 ""kleinen FR""!) (SE) (2189)",,J,,207180,2021-07-29 14:01:41.548,,
218958,,A,,Modul 11: Fachlicher Wahlpflichtbereich,,J,,207181,2021-07-29 14:01:41.582,,
218959,,A,,Sprachbehindertenpädagogik,,J,,207182,2021-07-29 14:01:41.654,,
218960,,A,,Rehabilitationssoziologie,,J,,207183,2021-07-29 14:01:41.693,,
218961,,A,,Verhaltensgestörtenpädagogik,,J,,207184,2021-07-29 14:01:41.727,,
219022,,A,,BA SP GH P1 Grundlagen der DGS (SK) (19999),,J,,205889,2021-11-15 13:28:43.422,,
218971,,A,,[Bio8] Genetik und molekulare Zellbiologie,,J,,207195,2022-01-10 21:26:26.980,,
218962,,A,,Modul 6: Soziologie und Ethnologie der Gehörlosengemeinschaften II,,J,,207185,2021-07-29 14:01:41.762,,
218964,,A,,Masterseminare,,J,,207187,2021-07-29 14:01:41.832,,
218965,,A,,PM 10.a: Tierernährung und Futtermittelkunde (WiSe),,J,,207188,2021-07-29 14:01:41.867,,
218966,,A,,System der Rehabilitation und der psychosozialen Versorgung,,J,,207189,2021-07-29 14:01:41.900,,
218967,,A,,Modul 9:  Vertiefung in der Sonderpädagogik,,J,,207191,2021-07-29 14:01:41.934,,
218968,,A,,Förderdiagnostik und Förderkompetenz der Fachrichtung,,J,,207192,2021-07-29 14:01:41.984,,
218969,,A,,"4.3 Soziologie der Rehabilitation - Vertiefungsseminar (SE, WP)",,J,,207193,2021-07-29 14:01:42.170,,
218970,,A,,Fachrichtungsübergreifend,,J,,207194,2021-07-29 14:01:42.500,,
218972,,A,,Gehörlosenpädagogik,,J,,207196,2021-07-29 14:01:42.116,,
218973,,A,,Modul F4.1/2: Einführung in die Wirtschaftsgeographie (Humangeographie 2) (5 oder 10 LP),,J,,207197,2021-07-29 14:01:42.151,,
218974,,A,,Sprachbehindertenpädagogik,,J,,207198,2021-07-29 14:01:42.185,,
218975,,A,,"4.2 Vertiefung (SE)",,J,,207199,2021-07-29 14:01:42.220,,
218976,,A,,Fachlicher Wahlpflichtbereich Kernfach (20 Punkte),,J,,207190,2021-07-29 14:01:42.255,,
218977,,A,,"8.1 Kommunikation, Sprache und Spracherwerb unter den spezifischen besonderen Bedingungen von unterschiedlichen Beeinträchtigungen oder Behinderungen",,J,,206700,2021-07-29 14:01:42.290,,
218978,,A,,Propädeutikum DGS - Grundlagen der Deutschen Gebärdensprache (DGS I),,J,,206710,2021-07-29 14:01:42.336,,
218979,,A,,EL1: English Grammar and Variation,,J,,206711,2021-07-29 14:01:42.371,,
218980,,A,,Sehbehindertenpädagogik,,J,,206701,2021-07-29 14:01:42.404,,
218981,,A,,Zusatzmodule nur für Programmstudierende,,J,,206702,2021-07-29 14:01:42.437,,
218982,,A,,Modul 17: Abschlussmodul,,J,,206703,2021-07-29 14:01:42.470,,
218984,,A,,Compulsory Modul/Pflichtmodul,,J,,206705,2021-07-29 14:01:42.537,,
218985,,A,,Modul F1.1/2: Einführung in die Geologie und Geomorphologie (Physische Geographie 1) (5 oder 10 LP),,J,,206706,2021-07-29 14:01:42.570,,
218987,,A,,EL2: History and Variation of English,,J,,206708,2021-07-29 14:01:42.637,,
218988,,A,,I. American Cultural Theory,,J,,206709,2021-07-29 14:01:42.671,,
218989,,A,,Zusätzliche Lehrveranstaltungen für alle Studiengänge,,J,,206720,2021-07-29 14:01:42.707,,
218990,,A,,ELC: English Literatures and Cultures,,J,,206721,2021-07-29 14:01:42.741,,
218991,,A,,Modul 9: Deutsche Gebärdensprache A1+,,J,,206722,2021-07-29 14:01:42.774,,
218992,,A,,Modul 9: Recht,,J,,206712,2021-07-29 14:01:42.807,,
218993,,A,,II. History and Variation of English,,J,,206713,2021-07-29 14:01:42.841,,
218994,,A,,EL3: Topics in English Grammar,,J,,206714,2021-07-29 14:01:42.874,,
218995,,A,,II. Paradigms of American Literature,,J,,206715,2021-07-29 14:01:42.907,,
218996,,A,,M-19 Geschichte als Praxis,,J,,206716,2021-07-29 14:01:42.941,,
218997,,A,,Rolle von Sonderpädagogen/-innen im Rahmen der gemeinsamen Bildung und Erziehung,,J,,206717,2021-07-29 14:01:42.974,,
218999,,A,,Modul 6.1: Spatial modelling of human-environmental systems,,J,,206719,2021-07-29 14:01:43.440,,
219000,,A,,Wahlpflichtveranstaltungen (ab 3. Semester),,J,,205879,2021-07-29 14:01:43.770,,
219001,,A,,Modul 5.2: Earth Observation,,J,,205878,2021-07-29 14:01:43.109,,
219002,,A,,Didaktische Kompetenz,,J,,205877,2021-07-29 14:01:43.139,,
219003,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Lernen (2365),,J,,208911,2021-07-29 14:01:43.165,,
219004,,A,,BA DS 06 Modul K1 - Studieneingangsphase (1819),,J,,208910,2021-07-29 14:01:43.190,,
219005,,A,,"6.2 Spezifische Konzepte und Methoden der Bildung, Förderung, Therapie, Pflege und Diagnostik bei Menschen mit schwerer und mehrfacher Behinderung",,J,,205876,2021-07-29 14:01:43.218,,
219006,,A,,Erstsemester-Mentoring,,J,,208902,2021-07-29 14:01:43.246,,
219007,,A,,Obligatorisch,,J,,205886,2021-07-29 14:01:43.273,,
219008,,A,,"Bachelor IMP (Informatik, Mathematik, Physik) - Monobachelor",,J,,208901,2021-07-29 14:01:43.303,,
219009,,A,,M.Ed. Sonderpädagogik Schwerpunkt Gebärdensprachpädagogik und Hören & Kommunikation ISS/Gym/ISG (2015),,J,,205885,2021-07-29 14:01:43.356,,
219010,,A,,"7.2/8.2/8a.2/8b.2 Aktuelle Fragestellungen FR I und II/IIa und IIb (!im Zweitfach bei 2 ""kleinen FR"": nur FR I!) (SE)",,J,,208904,2021-07-29 14:01:43.391,,
219011,,A,,Andere Angebote,,J,,205884,2021-07-29 14:01:43.425,,
219013,,A,,"Modul 6 - Aktivität, Partizipation und Umwelt",,J,,208903,2021-07-29 14:01:43.492,,
219014,,A,,Zweitfach,,J,,205882,2021-07-29 14:01:43.526,,
219015,,A,,Pädagogik bei psychosozialen Beeinträchtigungen,,J,,208906,2021-07-29 14:01:43.560,,
